task,model,building_id,source_area,context_tolerance_m,paired_point_rmse_m,hausdorff_distance_m,relative_area_error_pct,source_is_valid,target_is_valid,prediction_is_valid
Fixed 2 m target,Identity baseline,2640,wedding,,0.33498228796883994,0.5848618234525775,0.9161246543826489,True,True,True
Fixed 2 m target,Identity baseline,2641,wedding,,0.3389220011141637,0.5000000722706331,2.1327753619587964,True,True,True
Fixed 2 m target,Identity baseline,2642,wedding,,0.45834816936379424,0.5908147389089996,1.2654103582068001,True,True,True
Fixed 2 m target,Identity baseline,2643,wedding,,0.9959482547290935,1.8726584633781302,0.22781394623044526,True,True,True
Fixed 2 m target,Identity baseline,2644,wedding,,0.7424957381304809,0.8738850261582539,0.644814978142457,True,True,True
Fixed 2 m target,Identity baseline,2645,wedding,,0.7881338090343935,1.2369317376497129,0.013672167170253725,True,True,True
Fixed 2 m target,Identity baseline,2646,wedding,,1.8456109591567167,2.0516629362002425,1.6639704339090586,True,True,True
Fixed 2 m target,Identity baseline,2647,wedding,,1.427305428095099,2.3749998864368536,7.751312141847425,True,True,True
Fixed 2 m target,Identity baseline,2648,wedding,,1.0240337789205702,1.1548043258624379,1.5810594613456292,True,True,True
Fixed 2 m target,Identity baseline,2649,wedding,,0.752802336467178,1.4999996973201632,2.5192143231187494,True,True,True
Fixed 2 m target,Identity baseline,2650,wedding,,0.7142564617114084,1.4999997522681952,4.0672219845401285,True,True,True
Fixed 2 m target,Identity baseline,2651,wedding,,1.1656736813967195,1.3510093148458033,0.09176412658907064,True,True,True
Fixed 2 m target,Identity baseline,2652,wedding,,0.5124488126955746,1.1457921867631844,2.019259484412081,True,True,True
Fixed 2 m target,Identity baseline,2653,wedding,,0.6264631397975029,0.838747992478174,4.203300798778919,True,True,True
Fixed 2 m target,Identity baseline,2654,wedding,,0.29403454587274275,0.5896238534483784,1.0703449395512075,True,True,True
Fixed 2 m target,Identity baseline,2655,wedding,,0.7044908926507518,1.3844655857534882,1.792989909640326,True,True,True
Fixed 2 m target,Identity baseline,2656,wedding,,0.6188170271395884,0.9257503615207647,2.7659788620948733,True,True,True
Fixed 2 m target,Identity baseline,2657,wedding,,0.5446102779494322,1.45385778853896,0.7021750169666253,True,True,True
Fixed 2 m target,Identity baseline,2658,wedding,,0.5290914343102301,0.49999967869371176,1.1939820993081223,True,True,True
Fixed 2 m target,Identity baseline,2659,wedding,,1.0039897884847204,1.8179629316977752,2.2712752416423254,True,True,True
